pair_id,n_samples,raw_column_count,selected_raw_column_0,selected_raw_column_1,true_source_local,true_target_local,weight,cdfm_direction,cdfm_correct,cdfm_failure,cdfm_runtime_sec,lingam_direction,lingam_correct,lingam_failure,lingam_runtime_sec,mean_abs_skewness,mean_abs_excess_kurtosis,mean_abs_pearson_correlation,mean_abs_spearman_correlation,nonlinearity_gain_median,nonlinearity_gain_mean,nonlinearity_gain_max,feature_runtime_sec,router_defer_probability,router_prediction,selected_solver,hybrid_correct,oracle_correct,raw_prediction_path
pair0011,4177,2,0,1,0,1,0.142,0->1,1,,3.5462656000163406,1->0,0,,0.005377800000132993,0.8529770248855926,1.2073495879278993,0.5038192487597712,0.6143438123140512,0.14339062418960657,0.14339062418960657,0.19243277846230694,0.026977799978340045,0.011513009282502514,0,CDFM,1,1,results/tuebingen/raw_predictions/pair0011.npz
pair0012,5000,2,0,1,0,1,0.5,0->1,1,,4.698705599992536,0->1,1,,0.004864400019869208,2.5147445132546387,21.32985051015611,0.22289946997088472,0.34577915064264236,0.04485899914517607,0.04485899914517607,0.05254188392373977,0.027548000012757257,0.0006730404030280178,0,CDFM,1,1,results/tuebingen/raw_predictions/pair0012.npz
pair0013,392,2,0,1,0,1,0.25,0->1,1,,0.16530019999481738,0->1,1,,0.0030041999998502433,0.5793807113592571,0.6471552124243833,0.8051269467104581,0.8552335882841172,0.27744857683736346,0.27744857683736346,0.42884585081398335,0.023331999982474372,0.24047403589705826,0,CDFM,1,1,results/tuebingen/raw_predictions/pair0013.npz
pair0014,392,2,0,1,0,1,0.25,0->1,1,,0.16524439997738227,0->1,1,,0.0036613999982364476,0.7722093027326399,0.6064702471889833,0.7784267838977761,0.8536164024453882,0.27050908395509266,0.27050908395509266,0.3357428223462774,0.021772499982034788,0.05942456853955655,0,CDFM,1,1,results/tuebingen/raw_predictions/pair0014.npz
pair0015,392,2,0,1,0,1,0.25,0->1,1,,0.17515799999819137,0->1,1,,0.0026171999925281852,0.4883389985581248,0.6626264414815568,0.8322442148315754,0.8755851198739869,0.21351854281293686,0.21351854281293686,0.3571347303625046,0.022852900001453236,0.9172302675217183,1,DirectLiNGAM,1,1,results/tuebingen/raw_predictions/pair0015.npz
pair0016,392,2,0,1,0,1,0.25,1->0,0,,0.16805940002086572,0->1,1,,0.00344030000269413,0.6894566040727372,0.5705902765487669,0.6891955103342361,0.6581423040218369,0.08749834657762864,0.08749834657762864,0.16236222252556518,0.02134379997733049,0.714798890780632,1,DirectLiNGAM,1,1,results/tuebingen/raw_predictions/pair0016.npz
pair0017,5000,2,0,1,0,1,0.5,1->0,0,,4.863525799999479,1->0,0,,0.005876899987924844,5.2222843049730905,71.67140085158792,0.1679380142677823,0.32583285060230144,0.033829439151114346,0.033829439151114346,0.0698175741996943,0.03353739998419769,0.999723511410888,1,DirectLiNGAM,0,0,results/tuebingen/raw_predictions/pair0017.npz
pair0018,314,2,0,1,0,1,1.0,0->1,1,,0.1426641000143718,0->1,1,,0.005943099997239187,1.226337159403486,1.9429801117263512,0.7052438597820266,0.9071436484761236,0.507856547080613,0.507856547080613,0.5429815495327388,0.03473660000599921,7.247534080664407e-07,0,CDFM,1,1,results/tuebingen/raw_predictions/pair0018.npz
pair0019,194,2,0,1,0,1,1.0,1->0,0,,0.1085800000000745,0->1,1,,0.0028156000189483166,0.3080954457360858,1.3764774345856408,0.8817472236911366,0.7920818086122541,0.12455003335835177,0.12455003335835177,0.358745298450296,0.022541499987710267,0.9990385293469874,1,DirectLiNGAM,1,1,results/tuebingen/raw_predictions/pair0019.npz
pair0020,349,2,0,1,0,1,0.166,0->1,1,,0.16313430000445805,1->0,0,,0.0033716000034473836,1.3848866163370337,8.280458325121277,0.2738653688908011,0.29250563739074886,0.09694130815685181,0.09694130815685181,0.1284966855514706,0.022288899985142052,0.0005086976654599188,0,CDFM,1,1,results/tuebingen/raw_predictions/pair0020.npz
pair0021,349,2,0,1,0,1,0.167,1->0,0,,0.15685389999998733,0->1,1,,0.004241199989337474,0.855767682759173,1.3528602288255183,0.12331375169917035,0.2606238272724137,0.1115854850628138,0.1115854850628138,0.19242223494515956,0.025122500024735928,1.6802144219605357e-05,0,CDFM,0,1,results/tuebingen/raw_predictions/pair0021.npz
pair0022,450,2,0,1,0,1,0.333,0->1,1,,0.20528809999814257,1->0,0,,0.003427600022405386,0.8100289354120531,3.204486248671507,0.24330208312995072,0.06239531087961078,0.231363798274901,0.231363798274901,0.34733831612602667,0.02124309999635443,5.444359522421725e-06,0,CDFM,1,1,results/tuebingen/raw_predictions/pair0022.npz
pair0023,452,2,0,1,0,1,0.333,0->1,1,,0.22014179997495376,1->0,0,,0.003394800005480647,0.22700944463202172,2.579964716710527,0.3815552140383405,0.29532614340030183,0.19031679534726928,0.19031679534726928,0.245067485964723,0.023040700005367398,0.45141867150116316,0,CDFM,1,1,results/tuebingen/raw_predictions/pair0023.npz
pair0024,451,2,0,1,0,1,0.334,0->1,1,,0.2257738999905996,1->0,0,,0.00453959999140352,0.8422705718557763,2.526981356954872,0.19209063741840254,0.09831834344039952,-0.06904357166605556,-0.06904357166605556,0.12903715461333778,0.03142919999663718,0.0022887093038062617,0,CDFM,1,1,results/tuebingen/raw_predictions/pair0024.npz
pair0025,1030,2,0,1,0,1,0.125,1->0,0,,0.7135560999740846,0->1,1,,0.0039047999889589846,0.4632292336412454,0.4171885724728861,0.49783191932415755,0.4776143065003231,0.0026832875264651648,0.0026832875264651648,0.00596697123443121,0.029272700019646436,0.9629982159902094,1,DirectLiNGAM,1,1,results/tuebingen/raw_predictions/pair0025.npz
pair0026,1030,2,0,1,0,1,0.125,0->1,1,,0.5739897000021301,0->1,1,,0.004079300008015707,0.6088470920084474,0.41095016966527087,0.13482926149740498,0.16410546676296717,0.028315304524924048,0.028315304524924048,0.037844565150941936,0.02691759998560883,0.002275125196652937,0,CDFM,1,1,results/tuebingen/raw_predictions/pair0026.npz
pair0027,1030,2,0,1,0,1,0.125,0->1,1,,0.5496369999891613,0->1,1,,0.005332600005203858,0.47716559710870116,0.821235647563485,0.10575491629731357,0.07782971890884371,0.013867510000424792,0.013867510000424792,0.02010046016778929,0.030226900009438396,0.011108887343322871,0,CDFM,1,1,results/tuebingen/raw_predictions/pair0027.npz
pair0028,1030,2,0,1,0,1,0.125,0->1,1,,0.5699085999804083,1->0,0,,0.0043243999825790524,0.24580283634810596,0.21790326742078991,0.2896333849853046,0.3084139699115922,0.07656607304944119,0.07656607304944119,0.13027117658609336,0.028200500004459172,0.34115185675222803,0,CDFM,1,1,results/tuebingen/raw_predictions/pair0028.npz
pair0029,1030,2,0,1,0,1,0.125,0->1,1,,0.5293035999929998,1->0,0,,0.0034556999744381756,0.6620899316389821,0.862496912897986,0.3660788271885195,0.34778637298702414,-0.0012010709141960416,-0.0012010709141960416,0.004890539275458118,0.023039599996991456,0.22015682599718633,0,CDFM,1,1,results/tuebingen/raw_predictions/pair0029.npz
pair0030,1030,2,0,1,0,1,0.125,0->1,1,,0.5285476999997627,0->1,1,,0.004403800005093217,0.22859851661089248,0.4563704818327803,0.16493461446010976,0.18354244378833756,0.023703715220498807,0.023703715220498807,0.028169300173432547,0.04757140000583604,0.37180819961563016,0,CDFM,1,1,results/tuebingen/raw_predictions/pair0030.npz
pair0031,1030,2,0,1,0,1,0.125,1->0,0,,0.5228122999833431,0->1,1,,0.0038549999881070107,0.3349934430538968,0.2079509248840874,0.16724124729005826,0.1799620398845289,0.009008829214615176,0.009008829214615176,0.019508311353857232,0.022937100002309307,0.14579678388112327,0,CDFM,0,1,results/tuebingen/raw_predictions/pair0031.npz
pair0032,1030,2,0,1,0,1,0.125,0->1,1,,0.4972812000196427,1->0,0,,0.004128000000491738,1.843077344522654,6.241356919559543,0.3288730007799875,0.5960276340337732,0.146417276443211,0.146417276443211,0.2584780525649665,0.024597200012067333,2.726762511577598e-07,0,CDFM,1,1,results/tuebingen/raw_predictions/pair0032.npz
pair0033,345,2,0,1,0,1,0.2,0->1,1,,0.15661890001501888,0->1,1,,0.0036909999907948077,0.9661262749597846,3.1241727958645096,0.31267959665112166,0.3202606069393044,0.0007627556361247834,0.0007627556361247834,0.03118228979560445,0.022506000008434057,0.01719359330147868,0,CDFM,1,1,results/tuebingen/raw_predictions/pair0033.npz
pair0034,345,2,0,1,0,1,0.2,0->1,1,,0.16667410000809468,0->1,1,,0.00379740001517348,1.1487430989543876,2.205635456854537,0.10079605839698673,0.024078211324470935,0.0004534640363739878,0.0004534640363739878,0.02023799872986627,0.028001800004858524,7.620869806310587e-06,0,CDFM,1,1,results/tuebingen/raw_predictions/pair0034.npz
pair0035,345,2,0,1,0,1,0.2,0->1,1,,0.16444560000672936,0->1,1,,0.0034346999891567975,2.303659034256442,8.73864991756179,0.20684793492452253,0.15073518603140432,-0.0021734148333062515,-0.0021734148333062515,0.014860154372317786,0.023587800009408966,2.42137217036407e-08,0,CDFM,1,1,results/tuebingen/raw_predictions/pair0035.npz
pair0036,345,2,0,1,0,1,0.2,0->1,1,,0.1487974000046961,0->1,1,,0.0031996000034268945,1.918445936350416,5.901776568203545,0.27958777368260157,0.25481750560893907,-0.0006820021842606546,-0.0006820021842606546,0.01136033923793281,0.02248169999802485,9.286005192571007e-07,0,CDFM,1,1,results/tuebingen/raw_predictions/pair0036.npz
pair0037,345,2,0,1,0,1,0.2,1->0,0,,0.14375139999901876,1->0,0,,0.0037130999844521284,2.2049564928640963,7.0700686186035995,0.3412239586693897,0.3415233112138354,-0.10913101775534201,-0.10913101775534201,-0.10225602988162115,0.022056100016925484,7.180155430189471e-06,0,CDFM,0,0,results/tuebingen/raw_predictions/pair0037.npz
pair0038,757,2,0,1,0,1,0.25,0->1,1,,0.4417982999875676,1->0,0,,0.004479199997149408,0.8555859873395232,0.7432206780836779,0.025841458169262,0.12111875461944022,0.023941382734058207,0.023941382734058207,0.04788404010496268,0.024034100002609193,2.5043380167989266e-05,0,CDFM,1,1,results/tuebingen/raw_predictions/pair0038.npz
pair0039,394,2,0,1,0,1,0.25,0->1,1,,0.19217419999768026,0->1,1,,0.003254899987950921,1.7869043830511036,4.059612713344549,0.2202606847747707,0.26743650171284905,-0.005563547909939047,-0.005563547909939047,0.012740418358668808,0.026010700006736442,4.160456708057574e-07,0,CDFM,1,1,results/tuebingen/raw_predictions/pair0039.npz
pair0040,733,2,0,1,0,1,0.25,0->1,1,,0.3372518999967724,0->1,1,,0.0033347999851685017,0.6125710856714481,0.7074599968799617,0.3301074252030012,0.3706091103074795,0.005344806016299786,0.005344806016299786,0.006565254926401027,0.022500599996419623,0.22519515450114716,0,CDFM,1,1,results/tuebingen/raw_predictions/pair0040.npz
pair0041,763,2,0,1,0,1,0.25,0->1,1,,0.33863530002417974,0->1,1,,0.003568899992387742,0.8300718814159068,0.45681141336772346,0.2671355547312527,0.283314566841515,-0.0070436632049452625,-0.0070436632049452625,-0.006630093700595529,0.022654900007182732,0.005210885825687084,0,CDFM,1,1,results/tuebingen/raw_predictions/pair0041.npz
pair0042,9162,2,0,1,0,1,0.5,0->1,1,,13.183290999993915,1->0,0,,0.00639019999653101,0.03325357355457201,0.8594150628231326,0.20169750350469695,0.20277303831037738,0.3443114262034854,0.3443114262034854,0.6787122925207808,0.03400620000320487,4.1912696749685035e-05,0,CDFM,1,1,results/tuebingen/raw_predictions/pair0042.npz
pair0043,10369,2,0,1,0,1,0.25,1->0,0,,16.422998399997596,1->0,0,,0.007985300006112084,0.6405116002685195,0.7957419913460253,0.99466181093897,0.994919733840475,0.009941063259912748,0.009941063259912748,0.012068246140506864,0.0331892000103835,0.9999822046120225,1,DirectLiNGAM,0,0,results/tuebingen/raw_predictions/pair0043.npz
pair0044,10369,2,0,1,0,1,0.25,1->0,0,,16.592751099989982,1->0,0,,0.008670899987919256,2.3042080184695113,4.399499493321279,0.998845293198563,0.9740767140477304,0.026830980466732338,0.026830980466732338,0.056082690971245346,0.035418599989498034,0.000630211150123168,0,CDFM,0,0,results/tuebingen/raw_predictions/pair0044.npz
pair0045,10369,2,0,1,0,1,0.25,0->1,1,,16.436069899995346,0->1,1,,0.007305299979634583,0.9170257935634214,0.43304177717388637,0.9329785478687824,0.8900458405219456,0.033701828400820484,0.033701828400820484,0.05776171664091551,0.03424849998555146,0.9906847952029272,1,DirectLiNGAM,1,1,results/tuebingen/raw_predictions/pair0045.npz
pair0046,10369,2,0,1,0,1,0.25,0->1,1,,16.53982459998224,0->1,1,,0.009456500003580004,1.9646305620352682,3.5344115497767508,0.8381125350698803,0.7715079981291645,0.03943900384620947,0.03943900384620947,0.07787534528878255,0.040275099978316575,0.00041480941893200403,0,CDFM,1,1,results/tuebingen/raw_predictions/pair0046.npz
pair0047,254,2,0,1,1,0,1.0,0->1,0,,0.14029009998193942,1->0,1,,0.0026376999740023166,0.3659062294455295,1.5552745204164244,0.2471225915042748,0.29912993256859904,0.16939911090022883,0.16939911090022883,0.3387981552776078,0.0210642000020016,0.004275046353908701,0,CDFM,0,1,results/tuebingen/raw_predictions/pair0047.npz
pair0048,168,2,0,1,1,0,1.0,1->0,1,,0.08779869999852963,1->0,1,,0.0031156000040937215,0.3779186813803363,0.6192190010105835,0.44398556402116063,0.43619658531218164,-0.015682697726487498,-0.015682697726487498,0.015881137116306,0.022319400013657287,0.9774021566364565,1,DirectLiNGAM,1,1,results/tuebingen/raw_predictions/pair0048.npz
pair0049,365,2,0,1,1,0,0.333,0->1,0,,0.17115720000583678,1->0,1,,0.004290299984859303,0.12415649371179853,0.8340907616893102,0.7129467673388453,0.7202396685589086,0.027006373397064333,0.027006373397064333,0.03288473015819254,0.02322590001858771,0.9999906488921937,1,DirectLiNGAM,1,1,results/tuebingen/raw_predictions/pair0049.npz
pair0050,365,2,0,1,1,0,0.333,0->1,0,,0.1760958000086248,1->0,1,,0.003788300004089251,0.22784585002136595,0.496354084459808,0.7029839004698766,0.6828460103181376,0.01606732234953238,0.01606732234953238,0.02990237495104403,0.02486859998316504,0.9999431230116357,1,DirectLiNGAM,1,1,results/tuebingen/raw_predictions/pair0050.npz
pair0051,365,2,0,1,1,0,0.334,1->0,1,,0.15955650000250898,0->1,0,,0.0028199999942444265,0.11418806089796503,0.6948427895022669,0.39311680895269197,0.3902918164625135,-0.00803151200966849,-0.00803151200966849,-0.005354151218880649,0.021571799996308982,0.9982640406963189,1,DirectLiNGAM,0,1,results/tuebingen/raw_predictions/pair0051.npz
pair0056,192,2,0,1,1,0,0.083,1->0,1,,0.12673040002118796,0->1,0,,0.0036613999982364476,0.5974529334222358,0.48092682081703386,0.4619700844337644,0.4868108800050924,0.03386546972097309,0.03386546972097309,0.08849313987959535,0.023923200002172962,0.43265171708993483,0,CDFM,1,1,results/tuebingen/raw_predictions/pair0056.npz
pair0057,192,2,0,1,1,0,0.083,1->0,1,,0.10967940001864918,0->1,0,,0.0033269999839831144,0.5611355591405006,0.5107154805569265,0.396848983909301,0.45772407409941784,0.06162297002384063,0.06162297002384063,0.10993711711506662,0.021847399999387562,0.17955904425326036,0,CDFM,1,1,results/tuebingen/raw_predictions/pair0057.npz
pair0058,192,2,0,1,1,0,0.084,1->0,1,,0.09974510001484305,0->1,0,,0.003964899980928749,0.6350645068209486,0.5663866574827017,0.3487810438565829,0.44978658276684863,0.07528070306065349,0.07528070306065349,0.09763252575742876,0.024978699977509677,0.04124795569110944,0,CDFM,1,1,results/tuebingen/raw_predictions/pair0058.npz
pair0059,192,2,0,1,1,0,0.083,1->0,1,,0.1336744999862276,0->1,0,,0.003779699996812269,0.49646785244735403,0.6473759188702175,0.38710328378917386,0.4675928005604633,0.040068825481617165,0.040068825481617165,0.09612418937709459,0.030520300002535805,0.47381806113263375,0,CDFM,1,1,results/tuebingen/raw_predictions/pair0059.npz
pair0060,192,2,0,1,1,0,0.083,1->0,1,,0.11433399998350069,0->1,0,,0.0028679999813903123,0.555925596085862,0.5080007242284905,0.39540652127734865,0.40753523493940574,0.036816543314812905,0.036816543314812905,0.08080260857430764,0.02259730000514537,0.26030253091297084,0,CDFM,1,1,results/tuebingen/raw_predictions/pair0060.npz
pair0061,192,2,0,1,1,0,0.084,1->0,1,,0.1004745000100229,0->1,0,,0.0024773000041022897,0.5676235947906277,0.397315865909432,0.36385407303759804,0.40377378127180064,0.054957164858150186,0.054957164858150186,0.10489878762930037,0.019750500010559335,0.08957094264198656,0,CDFM,1,1,results/tuebingen/raw_predictions/pair0061.npz
pair0062,192,2,0,1,1,0,0.083,1->0,1,,0.09578599999076687,0->1,0,,0.0033792000031098723,0.6588870057753566,0.8127900297734956,0.32151123963106076,0.3924266766482822,0.06364581255902052,0.06364581255902052,0.09379467674481533,0.022514799988130108,0.024505180619488975,0,CDFM,1,1,results/tuebingen/raw_predictions/pair0062.npz
pair0063,192,2,0,1,1,0,0.083,1->0,1,,0.1337842999782879,0->1,0,,0.003803799976594746,0.5055606671589654,0.5595742275205375,0.37459221816238153,0.433293035297543,0.056804174666210815,0.056804174666210815,0.08904124736625621,0.02121329997316934,0.29247234776823827,0,CDFM,1,1,results/tuebingen/raw_predictions/pair0063.npz
pair0064,162,2,0,1,0,1,0.084,0->1,1,,0.085206100018695,1->0,0,,0.0032451000006403774,1.1247359755033588,0.48306389166262775,0.8038360582919336,0.845667905012136,-0.07240944190997634,-0.07240944190997634,-0.0003624699881973557,0.02055580000160262,0.930093106850186,1,DirectLiNGAM,0,1,results/tuebingen/raw_predictions/pair0064.npz
pair0065,1331,2,0,1,0,1,0.333,0->1,1,,0.7980599000002258,0->1,1,,0.0034556000027805567,0.2132206629326513,3.9360280140934227,0.5678277951480446,0.5358190752349529,-0.010377694127521507,-0.010377694127521507,-0.006489645886752421,0.023128900007577613,0.9999908158880081,1,DirectLiNGAM,1,1,results/tuebingen/raw_predictions/pair0065.npz
pair0066,1331,2,0,1,0,1,0.333,0->1,1,,0.7307184999808669,1->0,0,,0.0041668000048957765,0.041192759133708526,2.441644923750736,0.8141016348100822,0.8057550356392489,-0.024057435128731368,-0.024057435128731368,0.0028339642431048063,0.027039000007789582,0.9999999692887696,1,DirectLiNGAM,0,1,results/tuebingen/raw_predictions/pair0066.npz
pair0067,1331,2,0,1,0,1,0.334,1->0,0,,0.7419771999993827,0->1,1,,0.00413659997866489,0.2029962317616517,1.8303943513800895,0.7033421101166599,0.6933988910973509,-0.007362145626322751,-0.007362145626322751,-0.0016984787189007631,0.022093299980042502,0.999995288392451,1,DirectLiNGAM,1,1,results/tuebingen/raw_predictions/pair0067.npz
pair0068,498,2,0,1,1,0,1.0,1->0,1,,0.2137632000085432,0->1,0,,0.0029372999852057546,8.00060026602662,83.65491217618789,0.7090825887178701,0.9268066015623152,-0.7300003744101853,-0.7300003744101853,0.519628056024056,0.02181939998990856,0.9610842337027666,1,DirectLiNGAM,0,1,results/tuebingen/raw_predictions/pair0068.npz
pair0069,16382,2,0,1,1,0,1.0,0->1,0,,40.11268389999168,0->1,0,,0.011787499999627471,0.68410821953408,0.7205187722452633,0.36967431125607714,0.4058072631111353,0.033434884956095,0.033434884956095,0.06217951424410941,0.042483999975956976,0.07472348748209985,0,CDFM,0,0,results/tuebingen/raw_predictions/pair0069.npz
pair0070,4499,2,0,1,0,1,1.0,1->0,0,,4.048604500014335,1->0,0,,0.005610399995930493,0.2390280576104755,1.49174412191415,0.6235723299198734,0.6235759312435534,0.011524051144560616,0.011524051144560616,0.02304810205220268,0.029699200007598847,0.9999161688915155,1,DirectLiNGAM,0,0,results/tuebingen/raw_predictions/pair0070.npz
pair0072,1632,2,0,1,0,1,1.0,0->1,1,,0.8886072000022978,0->1,1,,0.0056300999713130295,0.5992808381230057,0.46705368195268737,0.12549656572465495,0.12176645679113221,0.021698948058878453,0.021698948058878453,0.02965792988622528,0.022607199993217364,0.0022513219414108518,0,CDFM,1,1,results/tuebingen/raw_predictions/pair0072.npz
pair0073,5084,2,0,1,1,0,0.083,1->0,1,,4.891158699989319,1->0,1,,0.006560699985129759,3.1228859162267515,15.35883636537574,0.8418919958536729,0.9511055830275917,0.20193935761263884,0.20193935761263884,0.39388497673391004,0.032030000002123415,1.4042785998964644e-07,0,CDFM,1,1,results/tuebingen/raw_predictions/pair0073.npz
pair0074,194,2,0,1,0,1,0.083,1->0,0,,0.10378269999637268,0->1,1,,0.003942300012568012,1.5409733628088966,3.238299572733392,0.5816381954908528,0.8383173083749179,0.5030287377870987,0.5030287377870987,0.5933386286812462,0.022367000026861206,3.88286419906863e-09,0,CDFM,0,1,results/tuebingen/raw_predictions/pair0074.npz
pair0075,205,2,0,1,1,0,0.084,1->0,1,,0.11789640001370572,1->0,1,,0.003364499978488311,1.8987336230364598,3.633853082221892,0.45271680728245645,0.8774847519047637,0.5102305700105387,0.5102305700105387,0.5412592467358202,0.026813100004801527,2.5454068066078502e-11,0,CDFM,1,1,results/tuebingen/raw_predictions/pair0075.npz
pair0076,347,2,0,1,0,1,1.0,0->1,1,,0.1534142000018619,0->1,1,,0.0028464999923016876,0.13005779450957147,0.41701673032988373,0.8638477128154857,0.8814958880735875,-0.11077886623312481,-0.11077886623312481,-0.0713255226410176,0.02364660002058372,0.9999999768915656,1,DirectLiNGAM,1,1,results/tuebingen/raw_predictions/pair0076.npz
pair0077,8401,2,0,1,1,0,0.5,0->1,0,,11.750679899996612,1->0,1,,0.011836699995910749,0.3355322582622005,0.6381732945272025,0.6631322742517719,0.6604019503409634,0.05545038419381291,0.05545038419381291,0.10270705897827138,0.0362269000033848,0.998311416662452,1,DirectLiNGAM,1,1,results/tuebingen/raw_predictions/pair0077.npz
pair0078,721,2,0,1,0,1,0.3333,1->0,0,,0.3637774999951944,1->0,0,,0.004947200010064989,0.29927555193957944,0.8771840250053355,0.8059638348367394,0.8605494679607225,0.20827267047852305,0.20827267047852305,0.4000626633535122,0.025691399991046637,0.984541113572309,1,DirectLiNGAM,0,0,results/tuebingen/raw_predictions/pair0078.npz
pair0079,721,2,0,1,1,0,0.3333,0->1,0,,0.3312168999982532,1->0,1,,0.004419800010509789,0.3360924870444083,0.630607740525869,0.8381126462452918,0.8633353180474834,0.08508057599254268,0.08508057599254268,0.19916812221712824,0.029897600004915148,0.9997499454899763,1,DirectLiNGAM,1,1,results/tuebingen/raw_predictions/pair0079.npz
pair0080,721,2,0,1,1,0,0.3334,0->1,0,,0.348081700009061,1->0,1,,0.004259899986209348,0.5339896527725786,0.5363438162194061,0.599532278355793,0.7453038650507102,0.216756307559287,0.216756307559287,0.43741958073682885,0.027736299991374835,0.04155929637447403,0,CDFM,0,1,results/tuebingen/raw_predictions/pair0080.npz
pair0081,365,3,0,1,0,1,0.3333,1->0,0,,0.16686070000287145,0->1,1,,0.004376899974886328,0.2930924766670012,0.7758265513638458,0.7039958153100541,0.7483138603082576,0.045243505366183524,0.045243505366183524,0.05184713574681598,0.024888499989174306,0.9998670420293061,1,DirectLiNGAM,1,1,results/tuebingen/raw_predictions/pair0081.npz
pair0082,365,3,0,1,0,1,0.3333,0->1,1,,0.1710540000058245,1->0,0,,0.004636500001652166,0.45875032023149553,0.5844452753366933,0.7469801301089444,0.7775126013963426,0.09306301666211297,0.09306301666211297,0.14121590918965893,0.021171100001083687,0.9960358884313634,1,DirectLiNGAM,0,1,results/tuebingen/raw_predictions/pair0082.npz
pair0083,365,3,0,1,0,1,0.3334,0->1,1,,0.17457949998788536,1->0,0,,0.004302099987398833,0.5922318177277666,0.4579799707680292,0.8235229184602307,0.8938285570731634,0.26324982591016577,0.26324982591016577,0.2739635260189523,0.031195799994748086,0.742561416360755,1,DirectLiNGAM,0,1,results/tuebingen/raw_predictions/pair0083.npz
