dataset_id,stratum,base_seed,lambda,n_samples,n_variables,mechanism,noise,edge_count,cdfm_f1,lingam_f1,cdfm_precision,lingam_precision,cdfm_recall,lingam_recall,cdfm_shd,lingam_shd,cdfm_runtime_sec,lingam_runtime_sec,feature_runtime_sec,cdfm_threshold,winner,winner_margin,mean_abs_skewness,mean_abs_excess_kurtosis,mean_abs_pearson_correlation,mean_abs_spearman_correlation,nonlinearity_gain_median,nonlinearity_gain_mean,nonlinearity_gain_max,router_defer_probability,router_prediction,router_target,selected_solver,hybrid_f1,oracle_f1,raw_prediction_path
router_ood_student_t_seed_2003_lambda_0p25,router_ood_student_t,2003,0.25,1000,10,rff,student_t_df3,11,0.8571428571428572,1.0,0.9,1.0,0.8181818181818182,1.0,3,0,2.4676925000094343,0.22944360002293251,0.22354909998830408,0.797152571692275,lingam,0.1428571428571428,0.49125643485498866,9.604488489964506,0.16744019072202548,0.15733208719875386,0.0010699017833127398,-0.013930696981421914,0.05322018646229273,0.994142639403225,1,1,DirectLiNGAM,1.0,1.0,results/synthetic/raw_predictions/router_ood_student_t_seed_2003_lambda_0p25.npz
router_ood_student_t_seed_2003_lambda_0p50,router_ood_student_t,2003,0.5,1000,10,rff,student_t_df3,11,0.8181818181818182,0.8333333333333333,0.8181818181818182,0.7692307692307693,0.8181818181818182,0.9090909090909091,3,3,2.3360295000020415,0.23122320001129992,0.20055690000299364,0.7524732111385741,lingam,0.015151515151515027,0.5843195482557259,10.30105698469955,0.12365758827590481,0.1114225463558797,0.028478538503567626,0.032241162890155946,0.14494831176478212,0.9202018514639212,1,0,DirectLiNGAM,0.8333333333333333,0.8333333333333333,results/synthetic/raw_predictions/router_ood_student_t_seed_2003_lambda_0p50.npz
router_ood_student_t_seed_2003_lambda_0p75,router_ood_student_t,2003,0.75,1000,10,rff,student_t_df3,11,0.7200000000000001,0.45454545454545453,0.6428571428571429,0.45454545454545453,0.8181818181818182,0.45454545454545453,7,10,2.320955099974526,0.2315484999853652,0.2101179999881424,0.7038973326037606,cdfm,0.26545454545454555,0.5531630745637888,9.564230995497091,0.08349719517415558,0.09624255010921677,0.03992984877009593,0.06491661357612571,0.2730387914039337,0.4971641519065824,0,0,CDFM,0.7200000000000001,0.7200000000000001,results/synthetic/raw_predictions/router_ood_student_t_seed_2003_lambda_0p75.npz
router_ood_student_t_seed_2003_lambda_1p00,router_ood_student_t,2003,1.0,1000,10,rff,student_t_df3,11,0.6206896551724137,0.23999999999999996,0.5,0.21428571428571427,0.8181818181818182,0.2727272727272727,9,12,2.4355511000030674,0.23894530002144165,0.2219459000043571,0.6866055503410803,cdfm,0.3806896551724137,0.45667216009582584,7.71830409680666,0.0884644515657429,0.10635743435743436,0.056195966797632044,0.10349304190073257,0.41838693626434187,0.09223411438518841,0,0,CDFM,0.6206896551724137,0.6206896551724137,results/synthetic/raw_predictions/router_ood_student_t_seed_2003_lambda_1p00.npz
router_ood_student_t_seed_2004_lambda_0p00,router_ood_student_t,2004,0.0,1000,10,rff,student_t_df3,11,0.88,1.0,0.7857142857142857,1.0,1.0,1.0,3,0,2.4041138000029605,0.2598082000040449,0.2032537000195589,0.7610679770816489,lingam,0.12,1.2893403649566593,18.53049515957428,0.1955282451854513,0.1976268944268944,-0.027220857365844196,-0.027301271563181007,0.335812066070044,0.869078083976476,1,1,DirectLiNGAM,1.0,1.0,results/synthetic/raw_predictions/router_ood_student_t_seed_2004_lambda_0p00.npz
router_ood_student_t_seed_2004_lambda_0p25,router_ood_student_t,2004,0.25,1000,10,rff,student_t_df3,11,0.88,1.0,0.7857142857142857,1.0,1.0,1.0,3,0,2.601341199973831,0.24549950001528487,0.196030699997209,0.7289068674984226,lingam,0.12,1.458571699260841,20.82019366102528,0.15235699792612867,0.15821000807667476,-0.005501117199278007,-0.02934153043802571,0.33445281609353644,0.6592821471995781,1,1,DirectLiNGAM,1.0,1.0,results/synthetic/raw_predictions/router_ood_student_t_seed_2004_lambda_0p25.npz
router_ood_student_t_seed_2004_lambda_0p50,router_ood_student_t,2004,0.5,1000,10,rff,student_t_df3,11,0.8181818181818182,0.7826086956521738,0.8181818181818182,0.75,0.8181818181818182,0.8181818181818182,4,5,2.339079800003674,0.2463242999801878,0.21020890001091175,0.707899617607887,cdfm,0.035573122529644396,1.480839532527959,21.554918973050857,0.08594619991030719,0.0881662020328687,0.010614118333406959,0.027221177307698206,0.271641839203995,0.6685739040790255,1,0,DirectLiNGAM,0.7826086956521738,0.8181818181818182,results/synthetic/raw_predictions/router_ood_student_t_seed_2004_lambda_0p50.npz
router_ood_student_t_seed_2004_lambda_0p75,router_ood_student_t,2004,0.75,1000,10,rff,student_t_df3,11,0.64,0.47619047619047616,0.5714285714285714,0.5,0.7272727272727273,0.45454545454545453,9,9,2.6574049000046216,0.24356179998721927,0.21244790000491776,0.6670570160834572,cdfm,0.16380952380952385,1.3491234777060603,19.411054948330385,0.07694653204995162,0.11414011968942503,0.015048284517502501,0.04085820263605608,0.19854633322264578,0.7604505827558942,1,0,DirectLiNGAM,0.47619047619047616,0.64,results/synthetic/raw_predictions/router_ood_student_t_seed_2004_lambda_0p75.npz
router_ood_student_t_seed_2004_lambda_1p00,router_ood_student_t,2004,1.0,1000,10,rff,student_t_df3,11,0.6086956521739131,0.3846153846153846,0.5833333333333334,0.3333333333333333,0.6363636363636364,0.45454545454545453,9,10,2.4521045000001322,0.2378951999999117,0.20772010000655428,0.7297539491394324,cdfm,0.2240802675585285,1.2272065448983822,16.63674640469204,0.12142052291340284,0.1559853741187075,0.057152714636078336,0.08155450681586911,0.338607969715245,0.16468637296707123,0,0,CDFM,0.6086956521739131,0.6086956521739131,results/synthetic/raw_predictions/router_ood_student_t_seed_2004_lambda_1p00.npz
router_ood_student_t_seed_2005_lambda_0p00,router_ood_student_t,2005,0.0,1000,10,rff,student_t_df3,7,1.0,1.0,1.0,1.0,1.0,1.0,0,0,2.488205300003756,0.2512468000059016,0.21549650002270937,0.7871389138383691,tie,0.0,0.5349576677995291,11.732428984114666,0.12416246108301085,0.12030893097559764,-0.011880418098507723,-0.044396672209273395,0.0053660690030711685,0.9985424703676304,1,0,DirectLiNGAM,1.0,1.0,results/synthetic/raw_predictions/router_ood_student_t_seed_2005_lambda_0p00.npz
router_ood_student_t_seed_2005_lambda_0p25,router_ood_student_t,2005,0.25,1000,10,rff,student_t_df3,7,1.0,1.0,1.0,1.0,1.0,1.0,0,0,2.3961450000060722,0.24355280000600033,0.20599400001810864,0.7890661645566912,tie,0.0,0.574211917637349,11.878679382476383,0.10285848490723909,0.10022895596228931,-0.0065846941942825366,-0.018219104001388542,0.05773721894647488,0.9949259724764234,1,0,DirectLiNGAM,1.0,1.0,results/synthetic/raw_predictions/router_ood_student_t_seed_2005_lambda_0p25.npz
router_ood_student_t_seed_2005_lambda_0p50,router_ood_student_t,2005,0.5,1000,10,rff,student_t_df3,7,0.8750000000000001,0.923076923076923,0.7777777777777778,1.0,1.0,0.8571428571428571,2,1,2.432171599997673,0.23053080000681803,0.20653180000954308,0.7055194866198278,lingam,0.048076923076922906,0.5871439531159608,11.978222540470949,0.06864762205431,0.06686880126880128,0.01195693051553286,0.015916174801485067,0.17051246683258756,0.9556894005972277,1,1,DirectLiNGAM,0.923076923076923,0.923076923076923,results/synthetic/raw_predictions/router_ood_student_t_seed_2005_lambda_0p50.npz
router_ood_student_t_seed_2005_lambda_0p75,router_ood_student_t,2005,0.75,1000,10,rff,student_t_df3,7,0.8235294117647058,0.2,0.7,0.3333333333333333,1.0,0.14285714285714285,3,6,2.4349098000093363,0.22714139998424798,0.2000699999916833,0.7291239997146969,cdfm,0.6235294117647059,0.5964771475626109,11.40184199858356,0.04726255079157043,0.06019175112508446,-0.006943910360011442,0.032893122306509634,0.3163847712210316,0.7308106563166323,1,0,DirectLiNGAM,0.2,0.8235294117647058,results/synthetic/raw_predictions/router_ood_student_t_seed_2005_lambda_0p75.npz
router_ood_student_t_seed_2005_lambda_1p00,router_ood_student_t,2005,1.0,1000,10,rff,student_t_df3,7,0.7777777777777778,0.26666666666666666,0.6363636363636364,0.25,1.0,0.2857142857142857,4,6,2.4616948000038974,0.22810090001439676,0.19934019999345765,0.7436206434304479,cdfm,0.5111111111111111,0.6076348526467819,10.522483459290642,0.053641625218289156,0.06606922126922127,0.010659221398204185,0.07736211458996715,0.44820712273186236,0.18376317993793176,0,0,CDFM,0.7777777777777778,0.7777777777777778,results/synthetic/raw_predictions/router_ood_student_t_seed_2005_lambda_1p00.npz
router_ood_student_t_seed_2006_lambda_0p00,router_ood_student_t,2006,0.0,1000,10,rff,student_t_df3,13,0.7741935483870968,1.0,0.6666666666666666,1.0,0.9230769230769231,1.0,7,0,2.616271900013089,0.27714109999942593,0.20681050000712276,0.724190638304092,lingam,0.22580645161290325,2.592204489132243,48.674312956465094,0.2076361881747836,0.1902565897232564,-0.09352245556919014,-0.10308983652714403,0.2633375514039901,0.9999999790269183,1,1,DirectLiNGAM,1.0,1.0,results/synthetic/raw_predictions/router_ood_student_t_seed_2006_lambda_0p00.npz
router_ood_student_t_seed_2006_lambda_0p25,router_ood_student_t,2006,0.25,1000,10,rff,student_t_df3,13,0.8125000000000001,0.9600000000000001,0.6842105263157895,1.0,1.0,0.9230769230769231,6,1,2.6082294000079855,0.24041339999530464,0.21635709999827668,0.6477971175007174,lingam,0.14749999999999996,2.50969614131887,49.514088157442245,0.1594230818173926,0.14170092170092172,-0.07345448876873578,-0.17405428777258763,0.06214569294006931,0.9999999974041867,1,1,DirectLiNGAM,0.9600000000000001,0.9600000000000001,results/synthetic/raw_predictions/router_ood_student_t_seed_2006_lambda_0p25.npz
router_ood_student_t_seed_2006_lambda_0p50,router_ood_student_t,2006,0.5,1000,10,rff,student_t_df3,13,0.6875,0.8,0.5789473684210527,0.8333333333333334,0.8461538461538461,0.7692307692307693,9,4,2.4559643999964464,0.23969149999902584,0.20505630000843666,0.6578788582486894,lingam,0.11250000000000004,2.255886577269299,47.123942763764006,0.10056071879152192,0.1051809297142631,-0.030770883892822565,-0.10446693734249342,0.3396485889431835,0.9999998698745832,1,1,DirectLiNGAM,0.8,0.8,results/synthetic/raw_predictions/router_ood_student_t_seed_2006_lambda_0p50.npz
router_ood_student_t_seed_2006_lambda_0p75,router_ood_student_t,2006,0.75,1000,10,rff,student_t_df3,13,0.8333333333333333,0.3448275862068966,0.9090909090909091,0.3125,0.7692307692307693,0.38461538461538464,3,13,2.420702999981586,0.2374054999963846,0.20681629999307916,0.7416634121529784,cdfm,0.4885057471264367,2.068963721973209,42.635711130480765,0.07681656972871072,0.12816516976516976,0.012719001472286072,-0.059476049585500304,0.14181445281863775,0.9999997497916737,1,0,DirectLiNGAM,0.3448275862068966,0.8333333333333333,results/synthetic/raw_predictions/router_ood_student_t_seed_2006_lambda_0p75.npz
router_ood_student_t_seed_2006_lambda_1p00,router_ood_student_t,2006,1.0,1000,10,rff,student_t_df3,13,0.8,0.17391304347826086,0.8333333333333334,0.2,0.7692307692307693,0.15384615384615385,4,15,2.389996699988842,0.26746770000318065,0.2457787999883294,0.7357697269087833,cdfm,0.6260869565217392,1.8494538805100107,37.35117407153884,0.07687291361903682,0.13870777817444485,0.0223242966113349,0.023913186383615864,0.20371355375263808,0.999996594335334,1,0,DirectLiNGAM,0.17391304347826086,0.8,results/synthetic/raw_predictions/router_ood_student_t_seed_2006_lambda_1p00.npz
router_ood_student_t_seed_2007_lambda_0p00,router_ood_student_t,2007,0.0,1000,10,rff,student_t_df3,8,1.0,1.0,1.0,1.0,1.0,1.0,0,0,2.5439569000154734,0.24634490002063103,0.20051120000425726,0.8182906350933895,tie,0.0,0.519596761358428,10.13123097518121,0.12427060983376405,0.12371627971627973,-0.01798848995253459,-0.032857213254310035,0.03552508938609289,0.9936916712226702,1,0,DirectLiNGAM,1.0,1.0,results/synthetic/raw_predictions/router_ood_student_t_seed_2007_lambda_0p00.npz
router_ood_student_t_seed_2007_lambda_0p25,router_ood_student_t,2007,0.25,1000,10,rff,student_t_df3,8,0.9411764705882353,1.0,0.8888888888888888,1.0,1.0,1.0,1,0,2.736147699994035,0.25566309998976067,0.21824330001254566,0.8060220842890428,lingam,0.05882352941176472,0.5064228075484264,11.042462612073058,0.09821991338328821,0.0971143968477302,-0.00962343462100089,-0.014163709564059065,0.0430062477569816,0.995982630568699,1,1,DirectLiNGAM,1.0,1.0,results/synthetic/raw_predictions/router_ood_student_t_seed_2007_lambda_0p25.npz
router_ood_student_t_seed_2007_lambda_0p50,router_ood_student_t,2007,0.5,1000,10,rff,student_t_df3,8,0.7272727272727273,0.7142857142857143,0.5714285714285714,0.8333333333333334,1.0,0.625,6,3,2.61146459999145,0.23842370000784285,0.20100150001235306,0.6836067961301583,cdfm,0.012987012987012991,0.4995971355248165,11.479700531343813,0.06144579529512213,0.060191569258235926,0.002132862436440197,0.013606534653338453,0.1195406371670621,0.9877057350217743,1,0,DirectLiNGAM,0.7142857142857143,0.7272727272727273,results/synthetic/raw_predictions/router_ood_student_t_seed_2007_lambda_0p50.npz
router_ood_student_t_seed_2007_lambda_0p75,router_ood_student_t,2007,0.75,1000,10,rff,student_t_df3,8,0.7777777777777777,0.28571428571428575,0.7,0.3333333333333333,0.875,0.25,4,7,2.3504036999947857,0.2413304999936372,0.20366729999659583,0.72977312104516,cdfm,0.4920634920634919,0.4431680169613602,10.703199888990955,0.053413088464809286,0.06906922293588962,0.001725233033320514,0.0287073809800736,0.23802188978567437,0.9539092082235326,1,0,DirectLiNGAM,0.28571428571428575,0.7777777777777777,results/synthetic/raw_predictions/router_ood_student_t_seed_2007_lambda_0p75.npz
router_ood_student_t_seed_2007_lambda_1p00,router_ood_student_t,2007,1.0,1000,10,rff,student_t_df3,8,0.7368421052631579,0.0,0.6363636363636364,0.0,0.875,0.0,5,9,2.4738135000225157,0.2324182999727782,0.20610320000560023,0.7745144961791314,cdfm,0.7368421052631579,0.45411634591466904,9.506891765911757,0.060619487337078455,0.07641351934685268,0.001904313061010198,0.04629969822259926,0.35671743479573204,0.6438505277193465,1,0,DirectLiNGAM,0.0,0.7368421052631579,results/synthetic/raw_predictions/router_ood_student_t_seed_2007_lambda_1p00.npz
router_ood_student_t_seed_2008_lambda_0p00,router_ood_student_t,2008,0.0,1000,10,rff,student_t_df3,9,0.9473684210526316,1.0,0.9,1.0,1.0,1.0,1,0,2.4484228000219446,0.268333200016059,0.21926379998330958,0.8272885082203701,lingam,0.05263157894736836,1.4868828982169653,25.747009960318934,0.17184772894054953,0.15657758991092324,-0.06692787669843007,-0.11514362375163771,-0.0032831204094796334,0.9999655253114145,1,1,DirectLiNGAM,1.0,1.0,results/synthetic/raw_predictions/router_ood_student_t_seed_2008_lambda_0p00.npz
router_ood_student_t_seed_2008_lambda_0p25,router_ood_student_t,2008,0.25,1000,10,rff,student_t_df3,9,0.9473684210526316,1.0,0.9,1.0,1.0,1.0,1,0,2.3265668000094593,0.2507546000124421,0.2012119000137318,0.8131920301997652,lingam,0.05263157894736836,1.3797300166076758,24.614621821623413,0.13540308835526055,0.11633043686377022,-0.07455566436072483,-0.1147481962974286,0.03710986085973932,0.9999244709027016,1,1,DirectLiNGAM,1.0,1.0,results/synthetic/raw_predictions/router_ood_student_t_seed_2008_lambda_0p25.npz
router_ood_student_t_seed_2008_lambda_0p50,router_ood_student_t,2008,0.5,1000,10,rff,student_t_df3,9,0.823529411764706,0.7777777777777778,0.875,0.7777777777777778,0.7777777777777778,0.7777777777777778,3,3,2.277145699976245,0.22828360000858083,0.19303989998297766,0.7936410113648817,cdfm,0.045751633986928164,1.2880477051209944,22.940286878129584,0.08162443540207585,0.06192503075315897,-0.008886351730027579,-0.05113205701489949,0.16796225680354773,0.994850469830092,1,0,DirectLiNGAM,0.7777777777777778,0.823529411764706,results/synthetic/raw_predictions/router_ood_student_t_seed_2008_lambda_0p50.npz
router_ood_student_t_seed_2008_lambda_0p75,router_ood_student_t,2008,0.75,1000,10,rff,student_t_df3,9,0.8421052631578948,0.16666666666666666,0.8,0.3333333333333333,0.8888888888888888,0.1111111111111111,3,8,2.2568682999990415,0.23796080000465736,0.20463039999594912,0.7926964004670692,cdfm,0.6754385964912282,1.3083810712280068,21.599333321873004,0.04509244502049449,0.04996043636043637,0.015262795572732142,0.017682515513811115,0.3461066252383172,0.7406965203461223,1,0,DirectLiNGAM,0.16666666666666666,0.8421052631578948,results/synthetic/raw_predictions/router_ood_student_t_seed_2008_lambda_0p75.npz
router_ood_student_t_seed_2008_lambda_1p00,router_ood_student_t,2008,1.0,1000,10,rff,student_t_df3,9,0.7000000000000001,0.10526315789473685,0.6363636363636364,0.1,0.7777777777777778,0.1111111111111111,4,9,2.2768083999981172,0.23374100000364706,0.2063297999848146,0.7218357745005167,cdfm,0.5947368421052632,1.3371565030770576,20.534352521259226,0.0679261267803666,0.06875710955710956,0.032317118394071004,-0.07601538123617432,0.49716891230462085,0.04021384282700662,0,0,CDFM,0.7000000000000001,0.7000000000000001,results/synthetic/raw_predictions/router_ood_student_t_seed_2008_lambda_1p00.npz
router_ood_student_t_seed_2009_lambda_0p00,router_ood_student_t,2009,0.0,1000,10,rff,student_t_df3,7,0.9333333333333333,0.9333333333333333,0.875,0.875,1.0,1.0,1,1,2.364771499997005,0.2283062000060454,0.19809960000566207,0.8325513384704842,tie,0.0,0.7685337672156078,13.05821662022947,0.17381482279968669,0.177948361681695,-0.011037693508055245,-0.008229889457774007,0.2308580259870557,0.9729682465684165,1,0,DirectLiNGAM,0.9333333333333333,0.9333333333333333,results/synthetic/raw_predictions/router_ood_student_t_seed_2009_lambda_0p00.npz
router_ood_student_t_seed_2009_lambda_0p25,router_ood_student_t,2009,0.25,1000,10,rff,student_t_df3,7,0.8235294117647058,0.9333333333333333,0.7,0.875,1.0,1.0,3,1,2.279719699989073,0.2259034000162501,0.2208569000067655,0.8040856932774332,lingam,0.1098039215686275,0.9730424104594333,17.30979218940528,0.1264153600564234,0.11629295575962245,-0.0016985416243195939,-0.017542217362940836,0.1251854593642408,0.9943709418742263,1,1,DirectLiNGAM,0.9333333333333333,0.9333333333333333,results/synthetic/raw_predictions/router_ood_student_t_seed_2009_lambda_0p25.npz
